Profile,Carbon.Kg.m2,Nitrogen.g.m2,Latitude,Longitude,Code
2040008 142.08 SB,0.4,<0.1,55.2,80.3,C
2040009 142.09 SB,15.7,523,55.2,80.3,C
2041001 161.01 SB,25.5,<0.1,55.2,61.4,C
2041002 161.02 SB,27.1,<0.1,54.3,60,C
2041003 161.03 SB,30.4,1278,57.3,73.7,C
2041004 161.04 SB,17.9,<0.1,55.5,60.9,C
2041005 161.05 SB,15.7,1050,53.5,85.5,C
2041006 161.06 SB,22.1,779,52.6,85.3,C
2041007 161.07 SB,31.8,1218,52.3,86.2,C
2041008 161.08 SB,17.2,1600,53,84.7,C
2041009 161.10 SB,32.4,1853,53.9,86.7,C
2041010 161.11 SB,37,2400,56.2,88.5,C
2041011 161.12 SB,29.8,1162,56.2,88.5,C
2041012 161.13 SB,22.5,1414,56.2,87.7,C
2041013 161.14 SB,22.6,1354,55.5,83.3,C
2041014 161.15 SB,20.7,1664,53.7,91.7,C
2041015 161.16 SB,23.5,1899,56.5,93.3,C
2041016 161.17 SB,26.8,2353,56.1,92.8,C
2041017 161.18 SB,25.8,1831,58.2,59.4,C
2041018 161.19 SB,20.7,1412,53.2,92.4,C
2041019 161.20 SB,11.7,1130,54.2,63.1,C
2041020 161.21 SB,15.5,1677,55.3,89.8,C
2041021 161.22 SB,15.1,1208,54.2,90.9,C
2041022 161.23 SB,11.2,1110,56.1,93.2,C
2041023 161.24 SB,23.5,1908,53.9,92.7,C
2041024 161.25 SB,11.8,1495,54.3,101.6,C
2041025 161.26 SB,12.3,1025,54.3,101.6,C
2041026 161.27 SB,11.2,483,53.1,103,C
2041027 161.28 SB,7.4,803,54.9,90,C
2041028 161.29 SB,13.8,1508,53.7,103.2,C
2041029 161.30 SB,9.3,1382,53.7,103.2,C
2041030 161.31 SB,11.1,985,54.5,100.6,C
2041031 161.32 SB,22.2,1751,53.1,103,C
2041032 161.33 SB,29.8,2755,54.3,101.6,C
2041033 161.34 SB,40.6,2727,54.5,100.6,C
2041034 161.35 SB,44.4,3896,54.9,90,C
2041035 161.36 SB,20.9,2814,52.3,104.2,C
2042001 169.01 SB,15.2,1766,53,84.7,C
2042002 169.02 SB,13.2,1092,53,84.7,C
2042003 169.03 SB,6.8,638,53,84.7,C
2042004 169.04 SB,19.1,917,54.3,84.2,C
2042005 169.05 SB,42.2,1312,55.9,85.4,C
2042006 169.06 SB,21.8,1140,55.5,83.3,C
2042007 169.07 SB,11.7,794,54.3,84.2,C
2042008 169.08 SB,10.4,746,56.2,87.7,C
2042009 169.09 SB,9.5,1375,55.8,94.3,C
2042010 169.10 SB,13.6,528,56.1,92.8,C
2042011 169.11 SB,10.6,371,53.1,103,C
2042012 169.12 SB,2.9,238,53.2,103.8,C
2042013 169.13 SB,7.5,673,53.2,103.8,C
2042014 169.14 SB,5.7,284,55.8,94.3,C
2042015 169.15 SB,8.6,655,56.2,96.2,C
2042016 169.16 SB,10.3,<0.1,53.7,91.7,C
2042017 169.17 SB,12.8,1013,56.3,89.5,C
2042018 169.18 SB,7.4,387,56.1,92.8,C
2042019 169.19 SB,5.3,895,56.5,93.3,C
2042020 169.20 SB,12.2,333,56.5,93.3,C
2042021 169.21 SB,9.6,294,56.1,92.8,C
2042022 169.22 SB,9.6,570,56.5,93.3,C
2042023 169.23 SB,6.9,613,56.5,93.3,C
2042024 169.24 SB,27,3267,56.5,85.1,C
2042025 169.25 SB,6.7,1082,56.5,85.1,C
2042026 169.26 SB,6.4,296,56.1,92.8,C
2043001 200.01 SB,24,1494,52.3,85.1,C
2043002 200.02 SB,19.6,743,53.4,83.2,C
2043003 200.03 SB,18.6,1324,52.1,83.3,C
2043004 200.04 SB,18.6,1869,52.4,83.2,C
2043005 200.05 SB,26.4,669,53.7,81.3,C
2043006 200.06 SB,29.2,776,53.7,81.3,C
2043007 200.07 SB,7.3,544,52.8,82.2,C
2044001 205.01 SB,14.8,1008,54.2,91.5,C
2044002 205.02 SB,9.2,838,53.4,91.7,C
2044003 205.03 SB,14,454,54.5,89.9,C
2044004 205.04 SB,16.6,1778,54.2,91.5,C
2044005 205.05 SB,6.5,474,54.2,90.9,C
2044006 205.06 SB,14.4,1297,53.2,90.5,C
2044007 205.07 SB,14.2,735,54.5,89.9,C
2044008 205.08 SB,16.1,1467,54,91.7,C
2044009 205.09 SB,14.5,1424,55.1,91.1,C
2045001 211.01 SB,9.8,1305,54.2,73.5,C
2045002 211.02 SB,4.4,281,54.2,73.5,C
2045003 211.03 SB,1.9,<0.1,54.2,74.9,C
2045004 211.04 SB,11.9,1095,54.3,77.4,C
2045005 211.05 SB,7.3,460,54.3,78.1,C
2045006 211.06 SB,16.6,700,53.7,78,C
2045007 211.07 SB,13.9,445,52.5,80.2,C
2045008 211.08 SB,16.9,677,52,82.9,C
2045009 211.09 SB,14.6,1027,51.7,81.9,C
2046001 218.01 SB,8.8,<0.1,55.1,83.1,C
2046002 218.02 SB,2.7,<0.1,53.6,77.5,C
2046003 218.03 SB,5.4,<0.1,55,73.4,C
2046004 218.04 SB,5.5,<0.1,52.7,80,C
2047001 223.01 SB,27,1701,54.4,71.8,C
2047002 223.02 SB,20.4,1345,54.7,76.6,C
2047003 223.03 SB,11.5,<0.1,54.9,79.2,C
2047004 223.04 SB,13.7,1111,53.2,79.7,C
2048001 230.01 P SB,6.5,460,54.3,78.1,C
2048002 230.01 V SB,6,493,54.3,78.1,C
2048003 230.02 P SB,3.8,372,54.3,78.1,C
2048004 230.02 V SB,4.5,384,54.3,78.1,C
2048005 230.03 P SB,5.2,340,54.3,78.1,C
2048006 230.03 V SB,5.4,337,54.3,78.1,C
2049001 237.01 SB,17.5,1537,54.2,90.9,C
2049002 237.02 SB,17.8,1347,54.2,90.9,C
2049003 237.03 SB,7.5,654,54.2,90.9,C
2049004 237.04 SB,12.9,398,54.5,89.9,C
2049005 237.05 SB,9.2,1712,56.1,92.8,C
2049006 237.06 SB,7.8,1424,56.1,92.8,C
2049007 237.07 SB,7,<0.1,52,85.3,C
2049008 237.08 SB,8.5,510,53.2,90.5,C
2049009 237.09 SB,12.8,665,52,85.3,C
2049010 237.10 SB,6.8,388,54.5,89.9,C
2049011 237.11 SB,7.9,388,53.8,91.4,C
2049012 237.12 SB,13,668,52.1,90.7,C
2049013 237.13 SB,8.6,770,56.2,76.5,C
2050001 245.01 SB,15.3,1001,53,78.6,C
2050002 245.03 SB,6.3,<0.1,54,78.7,C
2050003 245.04 SB,8,<0.1,53.3,78.3,C
2050004 245.05 SB,5.5,<0.1,52.3,79.1,C
2051001 248.01 SB,8.3,<0.1,53.5,80.2,C
2051002 248.02 SB,6.6,<0.1,53.5,80.2,C
2052001 251.01 SB,4.3,<0.1,53.4,79,C
2052002 251.02 SB,11.3,<0.1,52.7,83,C
2053001 254.01 SB,6.4,711,53.8,91.4,C
2053002 254.02 SB,3.5,<0.1,53.8,91.4,C
2053003 254.03 SB,4.9,394,52.2,90.7,C
2053004 254.04 SB,6.7,377,53.2,90.5,C
2053005 254.05 SB,5.5,357,53.2,90.5,C
2053006 254.06 SB,10.6,658,52.1,90.7,C
2053007 254.07 SB,6.3,473,53.2,90.5,C
2053008 254.08 SB,6.4,938,56.1,92.8,C
2054001 257.01 SB,17.4,948,50.3,87.6,C
2055001 IG12 SB,20.5,<0.1,59.2,87.5,C
2055002 IG16 SB,6,<0.1,59.2,87.5,C
2055003 IG19 SB,3.9,<0.1,59.2,87.5,C
2055004 IG20 SB,16.9,2280,59.2,87.5,C
2055005 IG44 SB,5.6,<0.1,59.2,87.5,C
2055006 IG62 SB,7.3,<0.1,59.2,87.5,C
2055007 IG8 SB,8.9,<0.1,59.2,87.5,C
2056001 VK299 SB,15.8,<0.1,57,86.7,C
2056002 VK305 SB,9.7,896,57,86.7,C
2056003 VK307 SB,8.5,736,57,86.7,C
2056004 VK312 SB,9.1,839,57,86.7,C
2056005 VK319 SB,9.2,504,57,86.7,C
2056006 VK331 SB,11,877,57,86.7,C
2056007 VK335 SB,13.4,864,57,86.7,C
2057001 SK479 SB,7,<0.1,55.7,88.6,C
2057002 SK483 SB,12.4,<0.1,55.7,88.6,C
2057003 SK486 SB,3.9,<0.1,55.7,88.6,C
2057004 SK488 SB,6.5,<0.1,55.7,88.6,C
2057005 SK489 SB,7.9,<0.1,55.7,88.6,C
2058001 MS1 SB,18.7,1406,57.1,83.8,C
2058002 MS29 SB,10.2,828,59.2,68.8,C
2058003 MS31 SB,15.1,1364,59.2,68.8,C
2058004 MS34 SB,4,584,59.2,68.8,C
2058005 MS57 SB,5.3,560,56.3,78.2,C
2058006 MS62 SB,5.1,399,56.6,78.2,C
2058007 MS62A SB,6,1274,59.1,81,C
2059001 VS1C SB,12.5,972,55.1,83.1,C
2060001 VV14 SB,5.6,768,50.1,88.9,C
2060002 VV87 SB,3.3,225,50.1,88.3,C
2060003 VV2 SB,8.7,869,50.1,88.9,C
2060004 VV9 SB,4,271,50.1,88.9,C
2061001 RZ15 SB,25.1,2715,39.7,46.6,C
2061002 RZ16 SB,17.9,2053,39.7,46.6,C
2061003 RZ5 SB,20.6,2425,50,88.2,C
2061004 RZ621 SB,18.1,2164,50,88.2,C
2068001 LP1 LS,46.7,3434,19.9,102.3,C
2068002 LP2 LS,7,157,19.9,102.3,C
2068003 SY1 LS,39.3,2742,19.4,101.8,C
2068004 VP1 LS,26.9,1387,18,102.6,C
2068005 VP2 LS,21.2,653,18,102.6,C
2068006 SA1 LS,32.7,610,16.6,104.8,C
2068007 SA4 LS,10.3,265,16.6,104.8,C
2068008 SA6 LS,11.7,64,16.6,104.8,C
2068009 SA6A LS,19.8,3314,16.6,104.8,C
2068010 SA7 LS,33.6,284,16.6,104.8,C
2068011 PK3 LS,97.1,3902,15.1,105.9,C
2068012 PK3A LS,92.6,3319,15.1,105.9,C
2068013 PK5 LS,46,1373,15.1,105.9,C
2068014 PK6 LS,66.5,1777,15.1,105.9,C
2068015 PK8 LS,101.8,2264,15.1,105.9,C
2068016 PK9 LS,74.7,1398,15.1,105.9,C
2068017 PK10 LS,24.6,891,15.1,105.9,C
2068018 PK11 LS,9.3,197,15.1,105.9,C
2068019 PK12 LS,8,70,15.1,105.9,C
2068020 CH1 LS,10.6,796,15.6,105.9,C
2069001 SC01 RS,8.7,1180,49.6,57.2,C
2069002 SC01A RS,6,980,49.6,57.2,C
2069003 SC02 RS,7.8,1237,49.6,57.2,C
2069004 SC02A RS,12.4,1692,49.6,57.2,C
2070001 BT1.01 TL,8.4,691,18.6,99.9,C
2070002 BT1.02 TL,<0.1,147,18.5,99.9,C
2070003 BT1.03 TL,2.9,295,18.3,99.2,C
2070004 BT1.04 TL,4.9,299,18.5,98.6,C
2070005 BT1.05 TL,3.6,191,18.5,98.6,C
2070006 BT1.06 TL,4.9,266,18.5,98.6,C
2070007 BT1.07 TL,<0.1,206,18.5,98.6,C
2070008 BT1.08 TL,2.9,141,18.5,98.6,C
2070009 BT1.09 TL,3.3,156,18.2,98.4,C
2070010 BT1.10 TL,3.7,158,18.2,98.4,C
2070011 BT1.11 TL,2.1,110,18.5,98.4,C
2070012 BT1.12 TL,5.6,336,18.2,98.3,C
2070013 BT1.13 TL,22.1,742,18.1,98,C
2070014 BT1.14 TL,12.1,857,18.2,98,C
2070015 BT1.15 TL,6.2,7310,18.5,98,C
2070016 BT1.16 TL,8.3,572,18.5,97.9,C
2070017 BT1.17 TL,3.8,124,18.8,98,C
2070018 BT1.18 TL,12.2,1182,18.4,98,C
2070019 BT1.19 TL,5.2,299,18.2,98.3,C
2070020 BT1.20 TL,10.8,664,18.2,98.5,C
2070021 BT1.21 TL,5.6,266,18.8,98.6,C
2070022 BT1.22 TL,7.9,441,18.9,98.8,C
2070023 BT1.23 TL,9,769,19.1,99,C
2070024 BT1.24 TL,8.3,602,19.1,99,C
2070025 BT1.25 TL,7.1,580,19.4,98.9,C
2070026 BT1.26 TL,10.1,728,19.4,99,C
2070027 BT1.27 TL,9.2,620,18.7,100,C
2070028 BT1.28 TL,7.5,531,18.7,100,C
2070029 BT1.29 TL,8.1,558,18.7,100,C
2070030 BT1.30 TL,6.5,264,18.7,100,C
2070031 BT1.31 TL,10.6,852,19.6,100,C
2070032 BT1.32 TL,9.3,580,19.6,100,C
2070033 BT1.33 TL,9.9,730,19.5,99.5,C
2070034 BT1.34 TL,3.1,177,18.7,100,C
2070035 BT1.35 TL,3.3,305,18.7,100,C
2070036 BT1.36 TL,3.2,204,18.7,100,C
2070037 BT1.37 TL,3.6,296,18.7,100,C
2070038 BT1.38 TL,6.9,453,18.3,99.2,C
2070039 BT1.39,5.6,288,18.3,99.2,C
2070040 BT1.40 TL,2.6,<0.1,18.7,100,C
2070041 BT2.41 TL,0.4,30,18.7,100,C
2070042 BT2.42 TL,7.4,581,18.6,99.9,C
2070043 BT2.43 TL,10.3,732,18.6,99.9,C
2070044 BT2.44 TL,10.2,905,18.8,100.1,C
2070045 BT2.45 TL,7.3,655,18.8,100.1,C
2070046 BT2.46 TL,5.7,401,18.5,100.6,C
2070047 BT2.47 TL,3.8,265,18.5,100.6,C
2070048 BT2.48 TL,2.5,225,18.6,100.7,C
2070049 BT2.49 TL,4.7,377,18.6,100.7,C
2070050 BT2.50 TL,6,374,17.9,100,C
2070051 BT2.51 TL,14.2,738,17.8,99.8,C
2070052 BT2.52 TL,2.8,242,17.6,100.3,C
2070053 BT2.53 TL,3,220,17.6,100.3,C
2070054 BT2.54 TL,9.2,601,17.6,100.3,C
2070055 BT2.55 TL,6.7,439,17.6,100.3,C
2070056 BT2.56 TL,9.3,683,17.6,100.3,C
2070057 BT2.57 TL,8.5,733,17.6,100.3,C
2070058 BT2.58 TL,3.6,195,17.7,100.5,C
2070059 BT2.59 TL,4.4,323,18.4,100.5,C
2070060 BT2.60 TL,9.8,875,18.4,100.5,C
2070061 BT2.61 TL,3.9,210,19,98,C
2070062 BT2.62 TL,7.9,480,19,98,C
2070063 BT2.63 TL,7.3,383,19,98,C
2070064 BT2.64 TL,3.7,268,19.1,98,C
2070065 BT2.65 TL,7.4,465,19.2,98,C
2070066 BT2.66 TL,6.1,387,19.6,98.2,C
2070067 BT2.67 TL,6.5,450,19.5,98.1,C
2070068 BT2.68 TL,6.1,391,19.5,98,C
2070069 BT2.69 TL,7.7,621,19.4,98.3,C
2070070 BT2.70 TL,8.4,461,19.4,98.3,C
2070071 BT2.71 TL,5.5,191,19.3,98.5,C
2070072 BT2.72 TL,12.8,737,17.2,99,C
2070073 BT2.73 TL,4.4,353,17.2,99.2,C
2071001 10-C RS,3.9,<0.1,52.5,62,C
2071002 131-I RS,1.5,<0.1,52.5,62,C
2071003 4-C RS,1.5,<0.1,52.5,62,C
2071004 44-C RS,2.7,<0.1,52.5,62,C
2071005 5-C RS,1.2,<0.1,52.5,62,C
2072001 SR05.1 II,9.7,478,24,70,C
2072002 SR11.1 II,7,1055,12.5,75.5,C
2072003 SR11.2 II,8.1,1015,12.5,75.5,C
2072004 SR11.3 II,3.8,345,12.5,75.5,C
2072005 SR11.4 II,6,669,13,74.9,C
2072006 SR13.1 II,9.4,2853,32,77.5,C
2072007 SR13.2 II,6.5,1134,31.7,75.3,C
2072008 SR13.3 II,5.4,872,29.8,76.5,C
2072009 SR13.4 II,4,644,29.8,76.3,C
2072010 SR13.5 II,3.5,555,29.8,75,C
2072011 SR14.A1 II,1.3,150,26.3,74.8,C
2072012 SR14.A2 II,1.1,147,26.3,74.8,C
2072013 SR14.A3 II,1,91,26.3,74.8,C
2073001 JY01 II,5.5,222,14,74.5,C
2073002 JY02 II,1.1,134,29,75,C
2073003 JY03 II,4,395,24.5,72,C
2073004 JY04 II,1.8,584,26.2,78.1,C
2073005 JY05 II,7.9,1126,21,73.5,C
2073006 JY06 II,2.3,258,22,76,C
2073007 JY07 II,7.8,960,30.2,78,C
2073008 JY08 II,9.3,790,26,84.5,C
2073009 JY09 II,12.6,637,20.8,85.1,C
2073010 JY10 II,9.7,965,10.8,76.7,C
2073011 JY11 II,12.5,1766,30.7,77.9,C
2074001 1 II,13.3,<0.1,30,78,C
2074002 2 II,8.4,<0.1,30,78,C
2074003 3 II,13.2,<0.1,30,78,C
2074004 4 II,9,<0.1,30,78,C
2074005 5 II,12.1,<0.1,30,78,C
2075002 284 TL,16,840,18.3,98.1,C
2075004 286 TL,7.4,577,18.3,98.1,C
2075008 288 TL,6.3,660,18.3,98.1,C
2075009 289 TL,3.4,269,18.3,98.1,C
2075010 290 TL,3.9,216,18.3,98.1,C
2075011 291 TL,10.8,820,18.3,98.1,C
2075012 292 TL,7.8,702,18.3,98.1,C
2075013 293 TL,9.3,676,18.3,98.1,C
2075014 294 TL,6.5,472,18.3,98.1,C
2075015 295 TL,7.2,560,18.3,98.1,C
2075016 296 TL,10.8,743,18.3,98.1,C
2075017 297A TL,2.6,175,18.3,98.1,C
2075018 297B TL,2.3,167,18.3,98.1,C
2075019 297C TL,2.7,180,18.3,98.1,C
2075020 297D TL,2.2,160,18.3,98.1,C
2075021 297E TL,2.7,191,18.3,98.1,C
2075022 298 TL,15.4,1113,18.3,98.1,C
3001001 301 IT,2.9,299,40,9,C
3001002 302 IT,8.4,749,40.1,9,C
3001003 303 IT,21.9,1866,40.2,9,C
3001004 304 IT,38.6,2906,40.2,8.9,C
3001005 305 IT,6.7,388,40.8,9,C
3001006 306 IT,6.6,307,40.8,9.1,C
3001007 307 IT,19.1,1033,40.9,9.1,C
3001008 308 IT,14.7,925,38,14.9,C
3001009 309 IT,3.5,457,38.1,14.7,C
3001010 310 IT,6.8,816,38,14.8,C
3001012 312 IT,18.6,975,38.5,16.3,C
3001013 313 IT,21.6,1125,38.6,16.3,C
3001014 314 IT,10.8,900,38.6,16.3,C
3001015 315 IT,8.6,849,38.5,16,C
3001016 316 IT,6.8,335,39.3,16.6,C
3001017 317 IT,22.2,1346,39.3,16.5,C
3001018 318 IT,26,1104,42.2,14.1,C
3001019 319 IT,29.1,2134,42.2,14.1,C
3001020 320 IT,16,908,42.2,14.1,C
3001022 322 GR,4.8,529,39.9,21.5,C
3001023 323 GR,18.3,1088,39.9,21.5,C
3001024 324 GR,7.9,658,39.9,21.5,C
3001025 325 GR,4,266,37.2,22.2,C
3001026 326 GR,4.3,283,37,22.9,C
3001027 327 GR,17.4,1922,37,22.9,C
3001028 328 GR,13.7,1223,37,22.4,C
3001029 329 GR,7.5,724,37,22.4,C
3001030 330 GR,34.4,2831,41,23.7,C
3001031 331 GR,3.9,369,41,23.7,C
3001032 332 GR,5.5,541,40.2,21.9,C
3001033 333 GR,10.1,981,40.1,22.5,C
3001034 334 GR,5,436,39.7,22.5,C
3001035 335 GR,6.7,401,40.8,21.3,C
3001036 336 GR,12.8,1328,40.8,21.3,C
3001037 337 GR,7.2,748,40.8,21.4,C
3001038 338 IT,5.4,348,43.7,11.2,C
3001039 339 IT,10.7,1184,43.7,11.6,C
3001040 340 IT,11.2,833,43.7,11.6,C
3002001 ZV20 RS,5.5,427,62,37,C
3002002 ZV25 RS,1.4,70,62,37,C
3002003 ZV14 RS,1.4,<0.1,62,37,C
3002004 ZV8 RS,5.2,<0.1,54.7,20.5,C
3002005 ZV150 RS,7.2,<0.1,54.7,20.5,C
3002006 ZV501 RS,23.4,<0.1,54.7,20.5,C
3002007 ZV654 RS,6.7,<0.1,54.7,20.5,C
3002008 ZV635 RS,9.1,<0.1,54.7,20.5,C
3002009 ZV681 RS,5.6,<0.1,54.7,21,C
3002010 ZV424 RS,12.3,<0.1,54.7,20.5,C
3002011 ZV1109 RS,5.5,<0.1,54.7,20.5,C
3003058 60808 BL,5.9,837,50.9,4.7,C
3003071 9854 YG,19.4,2113,44.9,13.9,C
3003110 65716 BL,5.8,219,51.2,4.8,C
3004001 05 NR,6.4,386,59.5,10.7,C
3004002 08 NR,16.3,<0.1,59.5,10.7,C
3004003 10 NR,16,<0.1,60,11.5,C
3004004 11 NR,34,1581,60,11.5,C
3004005 21 NR,7.2,492,61,12,C
3004006 29 NR,50.4,3471,61.5,10,C
3004007 30 NR,5.7,<0.1,61.5,10,C
3004008 32 NR,6,405,58.5,8.5,C
3004009 33 NR,12,253,58.5,7,C
3004010 34 NR,8.8,<0.1,58.5,7,C
3004011 35 NR,11.2,<0.1,59.5,6.5,C
3004012 36 NR,33.3,4948,59.5,6.5,C
3004013 39 NR,45.8,2179,62.5,6.7,C
3004014 40 NR,18.2,1144,62.5,6.7,C
3004015 41 NR,33.8,2099,62.5,6.7,C
3004016 42 NR,35.7,2483,62.5,6.7,C
3004017 43 NR,183.6,7103,62.5,6.7,C
3004018 46 NR,10.8,857,71,25.5,C
3004019 47 NR,15.2,497,71,25.5,C
3004020 48 NR,15.3,738,78,15,C
3004021 49 NR,1.9,177,79,10.4,C
3004022 50 NR,7,511,74.5,19,C
3004023 51 NR,4.8,273,74.5,19,C
3004024 52 NR,34,1751,74.5,19,C
3005001 1 SW,16.5,<0.1,47.4,8,C
3005002 2 SW,9.5,<0.1,47.4,8,C
3005003 3 SW,23.9,<0.1,47.4,8,C
3005004 4 SW,9.9,<0.1,47.4,8,C
3005005 5 SW,13.8,<0.1,47.4,8,C
3006001 01IT,9.6,581,40.8,9.3,C
3006002 02IT,21.8,1211,40.8,9.3,C
3006003 03IT,7.9,438,40.7,9.2,C
3006004 04IT,19.3,1785,40.2,8.6,C
3006005 09IT,7,340,39.2,8.8,C
3006006 10IT,4.3,308,39.2,8.8,C
3006007 11IT,2.3,156,39,8.8,C
3006008 12IT,6.8,<0.1,39,8.8,C
3006009 13IT,5.5,431,39.2,8.6,C
3006010 15IT,17.8,1466,39.3,8.6,C
3006011 16IT,26.6,2125,39.3,8.6,C
3007001 2 GY,14.7,1111,51.5,9.2,C
3007002 4 GY,8.7,<0.1,48.3,11.9,C
3007003 9 GY,11.5,1111,52.1,10.9,C
3007004 10 GY,12.4,1105,52.1,10,C
3007005 12 GY,6.3,<0.1,49.5,8.4,C
3007006 13 GY,5.5,319,50.2,6.8,C
3007007 27 GY,5.2,227,48.1,12,C
3007008 31 GY,5.5,152,52.7,7.3,C
3007009 32 GY,4.8,202,51.5,9.2,C
3007010 33 GY,5.5,218,52.3,7.2,C
3007011 34 GY,11.8,526,52.3,7.2,C
3007012 39 GY,5.3,458,54.2,10.4,C
3007013 41 GY,10.8,489,51.7,10.2,C
3007014 45 GY,27.7,3397,52.3,7.2,C
3007015 50 GY,16.5,1375,51.5,10,C
3008001 1 IT,9.6,1345,42.7,12.7,C
3008002 2 IT,9.4,1489,42.7,12.7,C
3008003 3 IT,10,1193,42.7,12.7,C
3008004 4 IT,9.1,1263,42.7,12.7,C
3009001 5 IT,5.7,701,46,14.2,C
3009002 6 IT,0.9,85,46,14.2,C
3009003 7 IT,12.8,1196,46,14.2,C
3009004 8 IT,1.5,136,46,14.2,C
3009005 9 IT,6,661,46,14.2,C
3009006 10 IT,10.6,1206,46,14.2,C
3009007 11 IT,7.8,757,46,14.2,C
3009008 12 IT,4.9,456,46,14.2,C
3009009 13 IT,16.2,1597,46,14.2,C
3011001 M1 NL,27.9,1935,51.4,3.6,C
3011002 M2 NL,46.4,2252,52.5,5.7,C
3011003 M3 NL,19.8,1134,53,5.5,C
3011004 M4 NL,6.1,435,51.4,3.6,C
3011005 M5 NL,9.8,575,51.9,4.7,C
3011006 M6 NL,9.8,525,51.6,3.8,C
3011007 M7 NL,108.1,800,52.9,5.6,C
3011008 F1 NL,24.7,1111,51.9,5.2,C
3011009 F2 NL,6.2,464,51.9,5.4,C
3011010 F3 NL,17.3,1007,52,5.5,C
3011011 LP1 NL,279,906,52.1,4.8,C
3011012 LP2 NL,61,525,52.1,4.5,C
3011013 LP3 NL,25.8,1296,52.2,4.7,C
3011014 RB3 NL,82.4,773,53.2,6.7,C
3011015 A1 NL,24.6,1663,52.2,6.5,C
3011016 A2 NL,43.2,1900,52.2,6.5,C
3011017 A4 NL,10.2,327,52,4.2,C
3011018 A5 NL,17.4,677,53.2,5.5,C
3011019 P1 NL,20.1,750,52.1,5.5,C
3011020 P2 NL,29.8,1242,53,6.2,C
3011021 P3 NL,15.5,218,52.1,5.7,C
3011022 P4 NL,20,713,52,5.7,C
3011023 P6 NL,13,843,52,5.3,C
3011024 L1 NL,7.6,309,51,5.8,C
3011025 L2 NL,8.1,96,51,5.8,C
3012001 01 SP,4.8,582,39.5,-0.8,C
3012002 02 SP,19.7,184,39.5,-0.8,C
3012003 03 SP,10.1,767,39.4,-0.8,C
3012004 04 SP,9.9,1032,39.4,-0.8,C
3012005 05 SP,22.9,1676,39.4,-0.8,C
3012006 06 SP,0.7,143,39.4,-0.8,C
3012007 07 SP,14.9,1234,39.4,-0.8,C
3012008 34 SP,26.4,2721,39.7,-0.4,C
3012009 35 SP,39.5,919,39.7,-0.4,C
3012010 40 SP,50.5,955,39.9,-0.4,C
3012011 60 SP,2.3,<0.1,39.5,-0.4,C
3012012 61 SP,1.3,<0.1,39.5,-0.4,C
3012013 301 SP,32.4,<0.1,38.6,-2.1,C
3012014 302 SP,7.1,<0.1,38.6,-2.2,C
3012015 303 SP,9.3,<0.1,38.5,-2.4,C
3012016 309 SP,48.3,283,43.2,-6,C
3012017 310 SP,20.7,203,43.2,-6,C
3012018 319 SP,53.7,682,43,-8.5,C
3012019 320 SP,43.2,<0.1,42.6,-8.8,C
3012020 321 SP,45.8,847,42.6,-8.8,C
3012021 322 SP,36.7,632,42.6,-8.8,C
3012022 323 SP,35.5,<0.1,42.6,-8.8,C
3012023 324 SP,91.5,619,43,-9,C
3012024 325 SP,24.1,577,43,-9,C
3012025 326 SP,30.1,48,43,-9,C
3012026 327 SP,50.4,<0.1,43,-9,C
3012027 328 SP,33,564,43,-9,C
3012028 340 SP,85,1252,43,-9,C
3012029 341 SP,60.8,1559,43,-9,C
3012030 342 SP,54,231,43,-9,C
3012031 344 SP,4.6,1205,36.9,-3.5,C
3012032 345 SP,1.3,944,36.9,-3.5,C
3012033 354 SP,<0.1,<0.1,40.4,-3.7,C
3012034 378 SP,83,3143,42.4,-8.6,C
3012035 379 SP,40.4,1564,42.4,-8.6,C
3012036 381 SP,99.8,2511,42.4,-8.6,C
3012037 382 SP,49,430,42.4,-8.6,C
3012038 383 SP,38.4,758,42.4,-8.6,C
3012039 384 SP,35,870,42.4,-8.6,C
3012040 385 SP,57.7,850,42.4,-8.6,C
3012041 386 SP,21.5,594,42.4,-8.6,C
3012042 387 SP,12,326,42.4,-8.6,C
3011026 L3 NL,13.7,467,50.9,5.9,C
4001001 B1533GH,2.1,193,10,-2.2,C
4001002 B1228GH,2.8,164,10,-2.2,C
4001003 B1534GH,2.1,290,10,-2.2,C
4001004 B1144GH,2.1,253,10,-2.2,C
4001005 B1136GH,5,450,10,-2.2,C
4002001   30PG,3.8,309,11.8,-15.5,C
4002002  196PG,4.4,334,11.8,-15.5,C
4002003  355PG,5,338,11.8,-15.5,C
4002004  411PG,4.3,371,11.8,-15.5,C
4002005  234PG,4.8,309,11.8,-15.5,C
4002006   27PG,5,330,11.8,-15.5,C
4002007  392PG,3.8,290,11.8,-15.5,C
4002008   72PG,7.2,397,11.8,-15.5,C
4002009  153PG,4.8,376,11.8,-15.5,C
4002010  258PG,5.6,322,11.8,-15.5,C
4002011  186PG,6.2,421,11.8,-15.5,C
4002012  151PG,11.8,597,11.8,-15.5,C
4002013  118PG,5.8,441,11.8,-15.5,C
4002014  216PG,5.2,395,11.8,-15.5,C
4002015  385PG,5.8,344,11.8,-15.5,C
4002016  332PG,9,539,11.8,-15.5,C
4002017  301PG,2,160,11.8,-15.5,C
4002018  145PG,5.3,364,11.8,-15.5,C
4002019   68PG,46.7,3911,11.8,-15.5,C
4002020  402PG,2.2,166,11.8,-15.5,C
